container,crop,rep,bay,reservoir_size_liters,plant,date,pH,EC,h2o_temp_C,d.o.,plant_height_cm,harvest_fresh_mass_g,harvest_dry_mass_g
FS2,basil,1,201,75,101,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,102,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,103,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,104,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,105,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,106,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,107,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,108,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,109,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,110,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,111,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,112,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,113,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,114,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,115,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,116,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,117,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,201,75,118,20180810,6.3,2.9,NA,NA,NA,NA,NA
FS2,basil,1,202,150,201,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,202,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,203,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,204,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,205,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,206,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,207,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,208,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,209,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,210,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,211,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,212,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,213,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,214,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,215,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,216,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,217,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,202,150,218,20180810,5.8,2.5,NA,NA,NA,NA,NA
FS2,basil,1,203,75,301,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,302,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,303,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,304,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,305,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,306,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,307,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,308,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,309,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,310,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,311,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,312,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,313,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,314,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,315,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,316,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,317,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,203,75,318,20180810,6.2,2.6,NA,NA,NA,NA,NA
FS2,basil,1,204,150,401,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,402,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,403,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,404,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,405,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,406,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,407,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,408,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,409,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,410,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,411,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,412,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,413,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,414,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,415,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,416,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,417,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,204,150,418,20180810,5.5,2.3,NA,NA,NA,NA,NA
FS2,basil,1,205,75,501,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,502,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,503,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,504,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,505,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,506,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,507,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,508,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,509,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,510,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,511,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,512,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,513,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,514,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,515,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,516,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,517,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,205,75,518,20180810,6.4,2.5,NA,NA,NA,NA,NA
FS2,basil,1,206,150,601,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,602,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,603,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,604,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,605,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,606,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,607,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,608,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,609,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,610,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,611,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,612,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,613,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,614,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,615,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,616,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,617,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,206,150,618,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,207,75,701,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,702,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,703,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,704,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,705,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,706,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,707,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,708,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,709,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,710,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,711,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,712,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,713,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,714,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,715,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,716,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,717,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,207,75,718,20180810,6.6,2.3,NA,NA,NA,NA,NA
FS2,basil,1,208,150,801,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,802,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,803,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,804,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,805,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,806,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,807,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,808,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,809,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,810,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,811,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,812,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,813,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,814,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,815,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,816,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,817,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,208,150,818,20180810,6.3,2.4,NA,NA,NA,NA,NA
FS2,basil,1,209,75,901,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,902,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,903,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,904,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,905,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,906,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,907,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,908,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,909,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,910,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,911,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,912,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,913,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,914,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,915,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,916,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,917,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,209,75,918,20180810,6.7,2.2,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1001,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1002,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1003,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1004,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1005,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1006,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1007,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1008,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1009,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1010,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1011,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1012,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1013,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1014,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1015,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1016,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1017,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,210,150,1018,20180810,6.7,2.5,NA,NA,NA,NA,NA
FS2,basil,1,201,75,101,20180813,6.7,2.8,NA,NA,2,NA,NA
FS2,basil,1,201,75,102,20180813,6.7,2.8,NA,NA,4.5,NA,NA
FS2,basil,1,201,75,103,20180813,6.7,2.8,NA,NA,4,NA,NA
FS2,basil,1,201,75,104,20180813,6.7,2.8,NA,NA,3,NA,NA
FS2,basil,1,201,75,105,20180813,6.7,2.8,NA,NA,5.5,NA,NA
FS2,basil,1,201,75,106,20180813,6.7,2.8,NA,NA,3.5,NA,NA
FS2,basil,1,201,75,107,20180813,6.7,2.8,NA,NA,6,NA,NA
FS2,basil,1,201,75,108,20180813,6.7,2.8,NA,NA,4,NA,NA
FS2,basil,1,201,75,109,20180813,6.7,2.8,NA,NA,5,NA,NA
FS2,basil,1,201,75,110,20180813,6.7,2.8,NA,NA,2,NA,NA
FS2,basil,1,201,75,111,20180813,6.7,2.8,NA,NA,6.5,NA,NA
FS2,basil,1,201,75,112,20180813,6.7,2.8,NA,NA,4.5,NA,NA
FS2,basil,1,201,75,113,20180813,6.7,2.8,NA,NA,7,NA,NA
FS2,basil,1,201,75,114,20180813,6.7,2.8,NA,NA,3,NA,NA
FS2,basil,1,201,75,115,20180813,6.7,2.8,NA,NA,4,NA,NA
FS2,basil,1,201,75,116,20180813,6.7,2.8,NA,NA,2,NA,NA
FS2,basil,1,201,75,117,20180813,6.7,2.8,NA,NA,4,NA,NA
FS2,basil,1,201,75,118,20180813,6.7,2.8,NA,NA,7,NA,NA
FS2,basil,1,202,150,201,20180813,6.8,2.5,NA,NA,1.5,NA,NA
FS2,basil,1,202,150,202,20180813,6.8,2.5,NA,NA,2.5,NA,NA
FS2,basil,1,202,150,203,20180813,6.8,2.5,NA,NA,1.5,NA,NA
FS2,basil,1,202,150,204,20180813,6.8,2.5,NA,NA,8,NA,NA
FS2,basil,1,202,150,205,20180813,6.8,2.5,NA,NA,2,NA,NA
FS2,basil,1,202,150,206,20180813,6.8,2.5,NA,NA,3,NA,NA
FS2,basil,1,202,150,207,20180813,6.8,2.5,NA,NA,6,NA,NA
FS2,basil,1,202,150,208,20180813,6.8,2.5,NA,NA,2,NA,NA
FS2,basil,1,202,150,209,20180813,6.8,2.5,NA,NA,2,NA,NA
FS2,basil,1,202,150,210,20180813,6.8,2.5,NA,NA,3.5,NA,NA
FS2,basil,1,202,150,211,20180813,6.8,2.5,NA,NA,5,NA,NA
FS2,basil,1,202,150,212,20180813,6.8,2.5,NA,NA,3,NA,NA
FS2,basil,1,202,150,213,20180813,6.8,2.5,NA,NA,3,NA,NA
FS2,basil,1,202,150,214,20180813,6.8,2.5,NA,NA,4,NA,NA
FS2,basil,1,202,150,215,20180813,6.8,2.5,NA,NA,1.5,NA,NA
FS2,basil,1,202,150,216,20180813,6.8,2.5,NA,NA,1.5,NA,NA
FS2,basil,1,202,150,217,20180813,6.8,2.5,NA,NA,2,NA,NA
FS2,basil,1,202,150,218,20180813,6.8,2.5,NA,NA,3,NA,NA
FS2,basil,1,203,75,301,20180813,6.8,2.7,NA,NA,2,NA,NA
FS2,basil,1,203,75,302,20180813,6.8,2.7,NA,NA,4.5,NA,NA
FS2,basil,1,203,75,303,20180813,6.8,2.7,NA,NA,4.5,NA,NA
FS2,basil,1,203,75,304,20180813,6.8,2.7,NA,NA,2.5,NA,NA
FS2,basil,1,203,75,305,20180813,6.8,2.7,NA,NA,4.5,NA,NA
FS2,basil,1,203,75,306,20180813,6.8,2.7,NA,NA,4,NA,NA
FS2,basil,1,203,75,307,20180813,6.8,2.7,NA,NA,7.5,NA,NA
FS2,basil,1,203,75,308,20180813,6.8,2.7,NA,NA,7,NA,NA
FS2,basil,1,203,75,309,20180813,6.8,2.7,NA,NA,3,NA,NA
FS2,basil,1,203,75,310,20180813,6.8,2.7,NA,NA,2,NA,NA
FS2,basil,1,203,75,311,20180813,6.8,2.7,NA,NA,2,NA,NA
FS2,basil,1,203,75,312,20180813,6.8,2.7,NA,NA,4.5,NA,NA
FS2,basil,1,203,75,313,20180813,6.8,2.7,NA,NA,5,NA,NA
FS2,basil,1,203,75,314,20180813,6.8,2.7,NA,NA,6,NA,NA
FS2,basil,1,203,75,315,20180813,6.8,2.7,NA,NA,2.5,NA,NA
FS2,basil,1,203,75,316,20180813,6.8,2.7,NA,NA,4,NA,NA
FS2,basil,1,203,75,317,20180813,6.8,2.7,NA,NA,5,NA,NA
FS2,basil,1,203,75,318,20180813,6.8,2.7,NA,NA,3.5,NA,NA
FS2,basil,1,204,150,401,20180813,6.9,2.5,NA,NA,2,NA,NA
FS2,basil,1,204,150,402,20180813,6.9,2.5,NA,NA,3,NA,NA
FS2,basil,1,204,150,403,20180813,6.9,2.5,NA,NA,5,NA,NA
FS2,basil,1,204,150,404,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,204,150,405,20180813,6.9,2.5,NA,NA,2.5,NA,NA
FS2,basil,1,204,150,406,20180813,6.9,2.5,NA,NA,8,NA,NA
FS2,basil,1,204,150,407,20180813,6.9,2.5,NA,NA,5,NA,NA
FS2,basil,1,204,150,408,20180813,6.9,2.5,NA,NA,2.5,NA,NA
FS2,basil,1,204,150,409,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,204,150,410,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,204,150,411,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,204,150,412,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,204,150,413,20180813,6.9,2.5,NA,NA,5,NA,NA
FS2,basil,1,204,150,414,20180813,6.9,2.5,NA,NA,5.5,NA,NA
FS2,basil,1,204,150,415,20180813,6.9,2.5,NA,NA,3.5,NA,NA
FS2,basil,1,204,150,416,20180813,6.9,2.5,NA,NA,3.5,NA,NA
FS2,basil,1,204,150,417,20180813,6.9,2.5,NA,NA,2.5,NA,NA
FS2,basil,1,204,150,418,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,205,75,501,20180813,6.9,2.5,NA,NA,2.5,NA,NA
FS2,basil,1,205,75,502,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,205,75,503,20180813,6.9,2.5,NA,NA,6,NA,NA
FS2,basil,1,205,75,504,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,205,75,505,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,205,75,506,20180813,6.9,2.5,NA,NA,3,NA,NA
FS2,basil,1,205,75,507,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,205,75,508,20180813,6.9,2.5,NA,NA,3,NA,NA
FS2,basil,1,205,75,509,20180813,6.9,2.5,NA,NA,3.5,NA,NA
FS2,basil,1,205,75,510,20180813,6.9,2.5,NA,NA,5,NA,NA
FS2,basil,1,205,75,511,20180813,6.9,2.5,NA,NA,6,NA,NA
FS2,basil,1,205,75,512,20180813,6.9,2.5,NA,NA,2.5,NA,NA
FS2,basil,1,205,75,513,20180813,6.9,2.5,NA,NA,2.5,NA,NA
FS2,basil,1,205,75,514,20180813,6.9,2.5,NA,NA,5.5,NA,NA
FS2,basil,1,205,75,515,20180813,6.9,2.5,NA,NA,8,NA,NA
FS2,basil,1,205,75,516,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,205,75,517,20180813,6.9,2.5,NA,NA,4,NA,NA
FS2,basil,1,205,75,518,20180813,6.9,2.5,NA,NA,5,NA,NA
FS2,basil,1,206,150,601,20180813,7,2.3,NA,NA,2.5,NA,NA
FS2,basil,1,206,150,602,20180813,7,2.3,NA,NA,4,NA,NA
FS2,basil,1,206,150,603,20180813,7,2.3,NA,NA,3,NA,NA
FS2,basil,1,206,150,604,20180813,7,2.3,NA,NA,4,NA,NA
FS2,basil,1,206,150,605,20180813,7,2.3,NA,NA,4.5,NA,NA
FS2,basil,1,206,150,606,20180813,7,2.3,NA,NA,5,NA,NA
FS2,basil,1,206,150,607,20180813,7,2.3,NA,NA,4,NA,NA
FS2,basil,1,206,150,608,20180813,7,2.3,NA,NA,4.5,NA,NA
FS2,basil,1,206,150,609,20180813,7,2.3,NA,NA,4,NA,NA
FS2,basil,1,206,150,610,20180813,7,2.3,NA,NA,3,NA,NA
FS2,basil,1,206,150,611,20180813,7,2.3,NA,NA,5,NA,NA
FS2,basil,1,206,150,612,20180813,7,2.3,NA,NA,3,NA,NA
FS2,basil,1,206,150,613,20180813,7,2.3,NA,NA,3.5,NA,NA
FS2,basil,1,206,150,614,20180813,7,2.3,NA,NA,4.5,NA,NA
FS2,basil,1,206,150,615,20180813,7,2.3,NA,NA,2,NA,NA
FS2,basil,1,206,150,616,20180813,7,2.3,NA,NA,3.5,NA,NA
FS2,basil,1,206,150,617,20180813,7,2.3,NA,NA,3.5,NA,NA
FS2,basil,1,206,150,618,20180813,7,2.3,NA,NA,4,NA,NA
FS2,basil,1,207,75,701,20180813,7,2.4,NA,NA,3.5,NA,NA
FS2,basil,1,207,75,702,20180813,7,2.4,NA,NA,3.5,NA,NA
FS2,basil,1,207,75,703,20180813,7,2.4,NA,NA,4.5,NA,NA
FS2,basil,1,207,75,704,20180813,7,2.4,NA,NA,5,NA,NA
FS2,basil,1,207,75,705,20180813,7,2.4,NA,NA,5,NA,NA
FS2,basil,1,207,75,706,20180813,7,2.4,NA,NA,6.5,NA,NA
FS2,basil,1,207,75,707,20180813,7,2.4,NA,NA,6,NA,NA
FS2,basil,1,207,75,708,20180813,7,2.4,NA,NA,7.5,NA,NA
FS2,basil,1,207,75,709,20180813,7,2.4,NA,NA,5.5,NA,NA
FS2,basil,1,207,75,710,20180813,7,2.4,NA,NA,6,NA,NA
FS2,basil,1,207,75,711,20180813,7,2.4,NA,NA,6.5,NA,NA
FS2,basil,1,207,75,712,20180813,7,2.4,NA,NA,3,NA,NA
FS2,basil,1,207,75,713,20180813,7,2.4,NA,NA,5,NA,NA
FS2,basil,1,207,75,714,20180813,7,2.4,NA,NA,5,NA,NA
FS2,basil,1,207,75,715,20180813,7,2.4,NA,NA,3.5,NA,NA
FS2,basil,1,207,75,716,20180813,7,2.4,NA,NA,3,NA,NA
FS2,basil,1,207,75,717,20180813,7,2.4,NA,NA,3.5,NA,NA
FS2,basil,1,207,75,718,20180813,7,2.4,NA,NA,5,NA,NA
FS2,basil,1,208,150,801,20180813,6.9,2.4,NA,NA,5.5,NA,NA
FS2,basil,1,208,150,802,20180813,6.9,2.4,NA,NA,4.5,NA,NA
FS2,basil,1,208,150,803,20180813,6.9,2.4,NA,NA,3,NA,NA
FS2,basil,1,208,150,804,20180813,6.9,2.4,NA,NA,3.5,NA,NA
FS2,basil,1,208,150,805,20180813,6.9,2.4,NA,NA,3,NA,NA
FS2,basil,1,208,150,806,20180813,6.9,2.4,NA,NA,3,NA,NA
FS2,basil,1,208,150,807,20180813,6.9,2.4,NA,NA,5,NA,NA
FS2,basil,1,208,150,808,20180813,6.9,2.4,NA,NA,7,NA,NA
FS2,basil,1,208,150,809,20180813,6.9,2.4,NA,NA,6,NA,NA
FS2,basil,1,208,150,810,20180813,6.9,2.4,NA,NA,3.5,NA,NA
FS2,basil,1,208,150,811,20180813,6.9,2.4,NA,NA,4,NA,NA
FS2,basil,1,208,150,812,20180813,6.9,2.4,NA,NA,6,NA,NA
FS2,basil,1,208,150,813,20180813,6.9,2.4,NA,NA,5,NA,NA
FS2,basil,1,208,150,814,20180813,6.9,2.4,NA,NA,2,NA,NA
FS2,basil,1,208,150,815,20180813,6.9,2.4,NA,NA,7,NA,NA
FS2,basil,1,208,150,816,20180813,6.9,2.4,NA,NA,4.5,NA,NA
FS2,basil,1,208,150,817,20180813,6.9,2.4,NA,NA,2,NA,NA
FS2,basil,1,208,150,818,20180813,6.9,2.4,NA,NA,3,NA,NA
FS2,basil,1,209,75,901,20180813,7.3,1.9,NA,NA,6,NA,NA
FS2,basil,1,209,75,902,20180813,7.3,1.9,NA,NA,2.5,NA,NA
FS2,basil,1,209,75,903,20180813,7.3,1.9,NA,NA,2.5,NA,NA
FS2,basil,1,209,75,904,20180813,7.3,1.9,NA,NA,6,NA,NA
FS2,basil,1,209,75,905,20180813,7.3,1.9,NA,NA,5,NA,NA
FS2,basil,1,209,75,906,20180813,7.3,1.9,NA,NA,4,NA,NA
FS2,basil,1,209,75,907,20180813,7.3,1.9,NA,NA,5,NA,NA
FS2,basil,1,209,75,908,20180813,7.3,1.9,NA,NA,5,NA,NA
FS2,basil,1,209,75,909,20180813,7.3,1.9,NA,NA,5.5,NA,NA
